REFERENCE,POSITION,ARTIST,TITLE,LENGTH
11.21.07.EURO,B1,The Doors,Light My Fire,
11.21.07.EURO,B2,The Rolling Stones,Ruby Tuesday (live),
11.21.07.EURO,B3,R.E.M.,Shiny Happy People,
11.21.07.EURO,B4,Simple Minds,See The Light,
11.21.07.EURO,B5,T'Pau,Whenever You Need Me,
11.22.10.EURO,A1,Roxette,The Big L.,
11.22.10.EURO,A2,Prince,Get Off,
11.22.10.EURO,A3,R.E.M.,Near Wild Heaven,
11.22.10.EURO,A4,Natalie Cole & Nat King Cole,Unforgettable,
11.22.10.EURO,A5,Wet Wet Wet,Make It Tonight,
11.22.10.EURO,B1,Samantha Fox,Another Woman,
11.22.10.EURO,B2,Spandau Ballet,True,
11.22.10.EURO,B3,Simply Red,Something Got Me Started,
11.22.10.EURO,B4,Richie Sambora,Ballad Of Youth,
11.22.10.EURO,B5,Gloria Estefan,Live For Loving You,
11.23.01.EURO,A1,Extreme,Hole Hearted,3:29
11.23.01.EURO,A2,Simply Red,Stars,4:08
11.23.01.EURO,A3,Eric Clapton,Wonderful Tonight (Live),5:06
11.23.01.EURO,A4,Kate Bush,Rocket Man (tribute-'Two Rooms'),3:17
11.23.01.EURO,A5,Diana Ross,When You Tell Me That You Love Me,3:59
11.23.01.EURO,B1,Queen,Bohemian Rhapsody,5:53
11.23.01.EURO,B2,Cathy Dennis,Everybody Move,3:29
11.23.01.EURO,B3,Gipsy Kings,Sin Ella,3:10
11.23.01.EURO,B4,Julian Lennon,Help Yourself,3:21
11.23.01.EURO,B5,Skid Row,Wasted Time,4:05
11.24.04.EURO,A1,Joe Cocker,(All I Know) Feels Like Forever,
11.24.04.EURO,A2,Bryan Adams,Thought I'd Died And Gone To Heaven,
11.24.04.EURO,A3,Annie Lennox,Why,
11.24.04.EURO,A4,The KLF,America: What Time Is Love?,
11.24.04.EURO,A5,Tears For Fears,Laid So Low (Tears Roll Down),
11.24.04.EURO,B1,George Michael & Elton John,Don't Let The Sun Go Down On Me,
11.24.04.EURO,B2,The Temptations,My Girl,
11.24.04.EURO,B3,Lisa Stansfield,Time To Make You Mine,
11.24.04.EURO,B4,Eric Clapton,Tears In Heaven,
11.24.04.EURO,B5,Rozalla,Are You Ready To Fly,
11.25.07.EURO,A1,Def Leppard,Make Love Like A Man,
11.25.07.EURO,A2,Faith No More,Midlife Crisis,
11.25.07.EURO,A3,Alice Cooper,Feed My Frankenstein,
11.25.07.EURO,A4,Cyndi Lauper,The World Is Stone,
11.25.07.EURO,A5,Ugly Kid Joe,Everything About You,
11.25.07.EURO,B1,Elton John,The One,
11.25.07.EURO,B2,Annie Lennox,Precious,
11.25.07.EURO,B3,Lisa Stansfield,Set Your Loving Free,
11.25.07.EURO,B4,Soul II Soul,Move Me No Mountain,
11.25.07.EURO,B5,2 Unlimited,Workaholic,
11.26.10.EURO,A1,Roger Waters,What God Wants (part One),
11.26.10.EURO,A2,Billy Joel,All Shook Up,
11.26.10.EURO,A3,Brian May,Too Much Love Will Kill You,
11.26.10.EURO,A4,Ugly Kid Joe,Neighbor,
11.26.10.EURO,A5,Def Leppard,Have You Ever Needed Someone So Bad,
11.26.10.EURO,B1,Bryan Adams,Do I Have To Say the Words,
11.26.10.EURO,B2,INXS,Baby Don't Cry,
11.26.10.EURO,B3,Sinéad O'Connor,Success Has Made A Failure Of Our Home,
11.26.10.EURO,B4,C+C Music Factory,Keep It Comin',
11.26.10.EURO,B5,2 Unlimited,The Magic Friend,
11.27.01.EURO,A1,Michael Jackson,Heal The World,
11.27.01.EURO,A2,Madonna,Deeper And Deeper,
11.27.01.EURO,A3,Freddie Mercury,In My Defence,
11.27.01.EURO,A4,Prince,7,
11.27.01.EURO,A5,Simply Red,Lady Godiva's Room,
11.27.01.EURO,B1,Boney M.,Mega Mix,
11.27.01.EURO,B2,Lisa Stansfield,Someday (I'm Coming Back),
11.27.01.EURO,B3,R.E.M.,Man On The Moon,
11.27.01.EURO,B4,Chris Rea,God's Great Banana Skin,
11.27.01.EURO,B5,Brian May,Back To The Light,
11.28.04.EURO,A1,Bruce Springsteen,If I Should Fall Behind (Mtv Plugged),4:40
11.28.04.EURO,A2,Pearl Jam,Oceans,2:41
11.28.04.EURO,A3,Living Colour,Leave It Alone,3:28
11.28.04.EURO,A4,Ugly Kid Joe,Cats In The Cradle,4:03
11.28.04.EURO,A5,Van Halen,Jump '93 (Live),4:11
11.28.04.EURO,B1,Arrested Development,Mr Wendal,4:15
11.28.04.EURO,B2,Candy Dulfer,Sax-a-Go-Go,3:58
11.28.04.EURO,B3,Usura,Open Your Mind,3:39
11.28.04.EURO,B4,The B-52's,Hot Pants Explosion (Live),3:50
11.28.04.EURO,B5,Elton John,Simple Life,4:15
11.29.07.EURO,A1,Sting,Fields Of Gold,3:37
11.29.07.EURO,A2,Gloria Estefan,Mi Tierra,4:23
11.29.07.EURO,A3,Gipsy Kings,La Quiero,3:43
11.29.07.EURO,A4,Rod Stewart,Have I Told You Lately (Mtv UnPlugged),4:02
11.29.07.EURO,A5,Pet Shop Boys,Can You Forgive Her?,3:57
11.29.07.EURO,B1,Jean-Michel Jarre,Chronologie Part 4,4:01
11.29.07.EURO,B2,Vanessa Paradis,Just As Long As You Are There,3:28
11.29.07.EURO,B3,A-Ha,Dark Is The Night For All,3:45
11.29.07.EURO,B4,Billy Idol,Shock To The System,3:35
11.29.07.EURO,B5,AC/DC,Big Gun,4:30
11.30.12.EURO,A1,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),6:56
11.30.12.EURO,A2,Whitney Houston,Queen Of The Night,3:05
11.30.12.EURO,A3,Tina Turner,Why Must We Wait Until Tonight,3:28
11.30.12.EURO,A4,Right Said Fred,Bumped,3:18
11.30.12.EURO,A5,4 Non Blondes,Spaceman,3:11
11.30.12.EURO,B1,Soul II Soul,Wish,4:02
11.30.12.EURO,B2,Mariah Carey,Hero,4:18
11.30.12.EURO,B3,INXS,The Gift,4:01
11.30.12.EURO,B4,Chris Rea,Julia,3:57
11.30.12.EURO,B5,Eternal,Stay,3:40
11.31.05.EURO,A1,Haddaway,Rock My Heart,3:58
11.31.05.EURO,A2,Roachford,Only To Be With You,3:23
11.31.05.EURO,A3,A-Ha,Shapes That Go Together,4:14
11.31.05.EURO,A4,Pet Shop Boys,Liberation,4:01
11.31.05.EURO,A5,M People,Renaissance,3:41
11.31.05.EURO,B1,Take That,Everything Changes,3:35
11.31.05.EURO,B2,D:Ream,U R The Best Thing (Perfecto Mix),4:27
11.31.05.EURO,B3,Ace of Base,Don't Turn Around,3:50
11.31.05.EURO,B4,Des'ree,You Gotta Be,4:01
11.31.05.EURO,B5,The Pretenders,I'll Stand By You,4:02
11.32.10.EURO,A1,Boyz II Men,I'll Make Love To You,3:32
11.32.10.EURO,A2,Dave Stewart,Heart Of Stone,4:29
11.32.10.EURO,A3,Roxette,Fireworks,3:38
11.32.10.EURO,A4,Joe Cocker,The Simple Things,4:19
11.32.10.EURO,A5,Robert Palmer,Know by Now,4:01
11.32.10.EURO,B1,Luther Vandross & Mariah Carey,Endless Love,4:20
11.32.10.EURO,B2,Snap!,Welcome To Tomorrow,4:09
11.32.10.EURO,B3,R.E.M.,What's The Frequency Kenneth?,3:58
11.32.10.EURO,B4,Kylie Minogue,Confide In Me,4:18
11.32.10.EURO,B5,Edie Brickell,Good Times,3:14
11.33.03.EURO,A1,Bon Jovi,Someday I'll Be Saturday Night,4:30
11.33.03.EURO,A2,Sting feat. Pato Banton,This Cowboy Song,3:59
11.33.03.EURO,A3,M People,Open Your Heart,3:40
11.33.03.EURO,A4,Let Loose,One Night Stand,3:49
11.33.03.EURO,A5,Stevie Wonder,For Your Love,4:01
11.33.03.EURO,B1,Jimmy Somerville,Heartbeat,4:05
11.33.03.EURO,B2,Oasis,Whatever,4:17
11.33.03.EURO,B3,The Lightning Seeds,Change,3:30
11.33.03.EURO,B4,TLC,Creep,4:22
11.33.03.EURO,B5,Scarlet,Independent Love Song,3:45
11.34.08.EURO,A1,D:Ream,Shoot Me With Your Love,3:51
11.34.08.EURO,A2,M People,Search For The Hero,4:12
11.34.08.EURO,A3,Pulp,Common People,4:07
11.34.08.EURO,A4,Diana King,Shy Guy,3:41
11.34.08.EURO,A5,Boyz II Men,Water Runs Dry,4:06
11.34.08.EURO,B1,Del Amitri,Roll To Me,2:09
11.34.08.EURO,B2,Soul Asylum,Misery,4:04
11.34.08.EURO,B3,Shaggy,In The Summertime,3:48
11.34.08.EURO,B4,Bobby Brown,Humpin' Around (Remix),3:50
11.34.08.EURO,B5,Céline Dion,Only One Road,3:48
11.35.01.EURO,A1,Michael Jackson,Earth Song,4:18
11.35.01.EURO,A2,Björk,It's Oh So Quiet,3:40
11.35.01.EURO,A3,TLC,Diggin' On You,3:57
11.35.01.EURO,A4,Mariah Carey & Boyz II Men,One Sweet Day,4:44
11.35.01.EURO,A5,Molella ft. The Outhere Brothers,If You Wanna Party,3:16
11.35.01.EURO,B1,Everything But The Girl,Missing,3:56
11.35.01.EURO,B2,Passengers,Miss Sarajevo,4:31
11.35.01.EURO,B3,Erasure,Fingers And Thumbs,3:53
11.35.01.EURO,B4,Lenny Kravitz,Circus,3:53
11.35.01.EURO,B5,Seal,Don't Cry,3:45
11.36.06.EURO,A1,George Michael,Fast Love,4:08
11.36.06.EURO,A2,Michael Jackson,They Don't Care About Us,4:03
11.36.06.EURO,A3,Pet Shop Boys,Before,4:07
11.36.06.EURO,A4,Sting,You Still Touch Me,3:45
11.36.06.EURO,A5,Bryan Adams,The Only Thing That Looks Good On Me Is You,3:36
11.36.06.EURO,B1,Def Leppard,Slang,2:39
11.36.06.EURO,B2,Manic Street Preachers,A Design For Life,4:18
11.36.06.EURO,B3,Klubbheads,Klubbhopping,3:08
11.36.06.EURO,B4,Gloria Estefan,Reach,3:49
11.36.06.EURO,B5,Céline Dion,Because You Loved Me,4:22
11.37.11.EURO,A1,Spice Girls,Say You'll Be There,3:38
11.37.11.EURO,A2,Céline Dion,It's All Coming Back To Me Now,4:15
11.37.11.EURO,A3,Dina Carroll,Escaping,4:28
11.37.11.EURO,A4,Mark Morrison,Trippin',3:40
11.37.11.EURO,A5,Boyzone,Words,3:58
11.37.11.EURO,B1,East 17 feat. Gabrielle,If You Ever,3:59
11.37.11.EURO,B2,Toni Braxton,Unchain My Heart,4:30
11.37.11.EURO,B3,Joe Cocker,Don't Let Me Be Misunderstood,3:52
11.37.11.EURO,B4,Susanna Hoffs,All I Want,3:20
11.37.11.EURO,B5,The Beautiful South,Rotterdam,3:24
11.38.04.EURO,A1,Spice Girls,Who Do You Think You Are,3:44
11.38.04.EURO,A2,Bee Gees,Alone,4:14
11.38.04.EURO,A3,Lisa Stansfield,The Real Thing,4:20
11.38.04.EURO,A4,Mark Morrison,Moan And Groan,4:08
11.38.04.EURO,A5,Seal,Fly Like An Eagle,3:33
11.38.04.EURO,B1,Kula Shaker,Hush,3:00
11.38.04.EURO,B2,Eternal,Don't You Love Me,3:47
11.38.04.EURO,B3,Peter Andre,Natural,3:37
11.38.04.EURO,B4,INXS,Elegantly Wasted,4:16
11.38.04.EURO,B5,Pet Shop Boys,A Red Letter Day,4:33
11.39.09.EURO,A1,Backstreet Boys,Everybody (Backstreet's Back),4:08
11.39.09.EURO,A2,Will Smith,Men In Black,3:58
11.39.09.EURO,A3,Boyzone,Picture Of You,3:21
11.39.09.EURO,A4,Hanson,Where's The Love,3:55
11.39.09.EURO,A5,Bellini,Samba De Janeiro,2:50
11.39.09.EURO,B1,Texas,Black Eyed Boy,3:15
11.39.09.EURO,B2,U2,Last Night On Earth,4:22
11.39.09.EURO,B3,R. Kelly,Gotham City,4:30
11.39.09.EURO,B4,The Verve,Bitter Sweet Symphony,3:56
11.39.09.EURO,B5,Mark Owen,I Am What I Am,3:52
11.40.02.EURO,A1,Aqua,Doctor Jones,3:24
11.40.02.EURO,A2,Peter Andre,"All Night, All Right",3:32
11.40.02.EURO,A3,Various Artists,Perfect Day,3:25
11.40.02.EURO,A4,All Saints,Never Ever,4:40
11.40.02.EURO,A5,Spice Girls,Too Much,3:53
11.40.02.EURO,B1,Oasis,All Around The World,4:47
11.40.02.EURO,B2,Space,Avenging Angels,2:50
11.40.02.EURO,B3,M People,Fantasy Island,4:09
11.40.02.EURO,B4,Allure,All Cried Out,4:30
11.40.02.EURO,B5,Will Smith,Gettin' Jiggy Wit It,3:43
11.41.07.EURO,A1,B*Witched,C'est la Vie,2:56
11.41.07.EURO,A2,Mariah Carey,My All,3:50
11.41.07.EURO,A3,Gloria Estefan,Heaven's What I Feel,4:31
11.41.07.EURO,A4,Lighthouse Family,Lost In Space,4:06
11.41.07.EURO,A5,Janet Jackson,Go Deep,4:37
11.41.07.EURO,B1,Brandy & Monica,The Boy Is Mine,4:01
11.41.07.EURO,B2,Fatboy Slim,Rockafeller Skank,4:00
11.41.07.EURO,B3,Pras feat. ODB & Maya,Ghetto Superstar,4:06
11.41.07.EURO,B4,Aqua,Turn Back Time,4:03
11.41.07.EURO,B5,Rod Stewart,Ooh La La,3:49
11.42.12.EURO,A1,Cher,Believe,3:42
11.42.12.EURO,A2,Des'ree,What's Your Sign,4:16
11.42.12.EURO,A3,Alanis Morissette,Thank U,4:20
11.42.12.EURO,A4,Madonna,The Power Of GoodBye,4:11
11.42.12.EURO,A5,Meja,All 'Bout The Money,2:56
11.42.12.EURO,B1,R.E.M.,Daysleeper,3:48
11.42.12.EURO,B2,M People,Testify,4:03
11.42.12.EURO,B3,Touch And Go,Would You..?,2:43
11.42.12.EURO,B4,Karen Ramirez,If We Try,3:46
11.42.12.EURO,B5,Garbage,Special,3:40
11.43.05.EURO,A1,Texas,In Our Lifetime,3:56
11.43.05.EURO,A2,Eagle-Eye Cherry,Permanent Tears,3:39
11.43.05.EURO,A3,Jennifer Brown,Tuesday Afternoon,4:06
11.43.05.EURO,A4,B*Witched,Blame It On The Weatherman,3:37
11.43.05.EURO,A5,Honeyz,Love Of A Lifetime,3:27
11.43.05.EURO,B1,Suede,Electricity,4:40
11.43.05.EURO,B2,Glamma Kid & Shola Ama,Taboo,3:29
11.43.05.EURO,B3,TQ,Bye Bye Baby,4:11
11.43.05.EURO,B4,The Barenaked Ladies,It's All Been Done,3:38
11.43.05.EURO,B5,Kula Shaker,Shower Your Love,3:53
11.44.10.EURO,A1,Enrique Iglesias,Bailamos,3:32
11.44.10.EURO,A2,Shaft,Mucho Mambo (Sway),3:30
11.44.10.EURO,A3,Britney Spears,(You Drive Me) Crazy,3:20
11.44.10.EURO,A4,Shania Twain,Man! I Feel Like A Woman,3:58
11.44.10.EURO,A5,LFO,Summer Girls,4:21
11.44.10.EURO,B1,Tom Jones & The Cardigans,Burning Down The House,3:40
11.44.10.EURO,B2,Paul Johnson,Get Get Down,2:59
11.44.10.EURO,B3,Earth Wind & Fire,September '99,3:35
11.44.10.EURO,B4,TQ,Better Days,4:06
11.44.10.EURO,B5,Westlife,If I Let You Go,3:42
11.45.03.EURO,A1,Britney Spears,Born To Make You Happy,3:37
11.45.03.EURO,A2,R.E.M.,The Great Beyond,4:13
11.45.03.EURO,A3,Notorious B.I.G. & Puff Daddy,Notorious,3:42
11.45.03.EURO,A4,Eurythmics,17 Again,4:40
11.45.03.EURO,A5,Sash!,Adelante,3:47
11.45.03.EURO,B1,Tina Turner,Whatever You Need,4:28
11.45.03.EURO,B2,Bob Marley vs. Funkstar De Luxe,Rainbow Country,3:35
11.45.03.EURO,B3,Sting feat. Cheb Mami,Desert Rose,4:29
11.45.03.EURO,B4,Missy Elliott,Hot Boyz,3:26
11.45.03.EURO,B5,Limp Bizkit & Method Man,N 2 Gether Now,4:00
11.46.08.EURO 1,A1,The Corrs,Breathless,3:47
11.46.08.EURO 1,A2,Eminem,The Real Slim Shady,4:28
11.46.08.EURO 1,A3,Alice Deejay,Will I Ever,3:27
11.46.08.EURO 1,A4,Samantha Mumba,Gotta Tell You,3:21
11.46.08.EURO 1,A5,Atomic Kitten,I Want Your Love,3:39
11.46.08.EURO 1,B1,Coldplay,Yellow,4:32
11.46.08.EURO 1,B2,Black Legend,U See The Trouble With Me,3:17
11.46.08.EURO 1,B3,Cleopatra,Come And Get Me,3:32
11.46.08.EURO 1,B4,Ronan Keating,Life Is A Rollercoaster,3:56
11.46.08.EURO 1,B5,Louise,2 Faced,3:41
11.47.01.EURO 1,A1,Craig David,Walking Away,3:33
11.47.01.EURO 1,A2,Britney Spears,Stronger,3:27
11.47.01.EURO 1,A3,LeAnn Rimes,Can't Fight The Moonlight,3:38
11.47.01.EURO 1,A4,Eminem,Stan,5:31
11.47.01.EURO 1,A5,Ronan Keating,The Way You Make Me Feel,2:40
11.47.01.EURO 1,B1,Foo Fighters,Next Year,3:26
11.47.01.EURO 1,B2,A1,Same Old Brand New You,3:48
11.47.01.EURO 1,B3,Melanie C,If That Were Me,4:25
11.47.01.EURO 1,B4,Sonique,I Put A Spell On You,3:32
11.47.01.EURO 1,B5,Madonna,Don't Tell Me,4:38
11.49.06.EURO 1,A1,Bon Jovi,One Wild Night,3:44
11.49.06.EURO 1,A2,Ronan Keating,Lovin' Each Day,3:34
11.49.06.EURO 1,A3,Anastacia,Cowboys & Kisses,3:27
11.49.06.EURO 1,A4,Outkast,"So Fresh, So Clean",3:53
11.49.06.EURO 1,A5,Run DMC feat. Stephen Jenkins,Rock Show,3:33
11.49.06.EURO 1,B1,Dido,Thank You,3:13
11.49.06.EURO 1,B2,Britney Spears,Don't Let Me Be The Last To Know,3:54
11.49.06.EURO 1,B3,Black Eyed Peas feat. Macy Gray,Request Line,3:51
11.49.06.EURO 1,B4,Savage Garden,The Best Thing (Live),4:17
11.49.06.EURO 1,B5,Roxette,The Centre Of The Heart,3:29
11.50.11.EURO 1,A1,The Cranberries,Analyse,3:34
11.50.11.EURO 1,A2,Blink-182,First Date,3:06
11.50.11.EURO 1,A3,Mariah Carey,Never Too Far,2:56
11.50.11.EURO 1,A4,Fatboy Slim,Ya Mama,4:17
11.50.11.EURO 1,A5,Björk,Hidden Place,4:21
11.50.11.EURO 1,B1,Shaggy feat. Samantha Cole,"Luv Me, Luv Me",3:30
11.50.11.EURO 1,B2,Kylie Minogue,Can't Get You Out Of My Head,3:49
11.50.11.EURO 1,B3,Natalie Imbruglia,That Day,3:53
11.50.11.EURO 1,B4,The Black Crowes,Soul Singing,3:56
11.50.11.EURO 1,B5,Marilyn Manson,The Nobodies,3:37
11.51.04.EURO 1,A1,Gorillaz,Tomorrow Comes Today,3:09
11.51.04.EURO 1,A2,Alanis Morissette,Hands Clean,4:18
11.51.04.EURO 1,A3,Nickelback,How You Remind Me,3:44
11.51.04.EURO 1,A4,Alicia Keys,A Woman's Worth,4:14
11.51.04.EURO 1,A5,Shakira,"Suerte (Whenever, Wherever)",3:19
11.51.04.EURO 1,B1,DB Boulevard,Point Of View,3:50
11.51.04.EURO 1,B2,Sophie Ellis Bextor,Murder On The Dancefloor,3:46
11.51.04.EURO 1,B3,Staind,Outside,4:53
11.51.04.EURO 1,B4,Foo Fighters,The One,3:01
11.51.04.EURO 1,B5,Train,She's On Fire,3:56
12.14.10.EURO,A1,Lil Louis,French Kiss,2:40
12.14.10.EURO,A2,Kaoma,Lambada,3:30
12.14.10.EURO,A3,Aerosmith,Love In An Elevator,5:30
12.14.10.EURO,A4,Jean-Michel Jarre,"Oxygene, Pt. 8",2:41
12.14.10.EURO,A5,Eddie Murphy,Put Your Mouth On Me,4:07
12.14.10.EURO,B1,Run-DMC feat. S. Tyler and J. Perry,Walk This Way,3:32
12.14.10.EURO,B2,Cyndi Lauper,My First Night Without You,3:05
12.14.10.EURO,B3,The Communards,Don't Leave Me This Way,4:32
12.14.10.EURO,B4,T'Pau,Heart And Soul,4:01
12.14.10.EURO,B5,Ziggy Marley & The Melody Makers,Look Who's Dancing,3:38
12.17.05.EURO,A1,Technotronic,This Beat Is Technotronic,
12.17.05.EURO,A2,Kid Creole And The Coconuts,The Sex Of It,
12.17.05.EURO,A3,Oleta Adams,Rhythm Of Life,
12.17.05.EURO,A4,Jimmy Somerville,Read My Lips (Enough Is Enough),
12.17.05.EURO,A5,The Jimi Hendrix Experience,Crosstown Traffic,
12.17.05.EURO,B1,Elton John,I'm Still Standing,
12.17.05.EURO,B2,Heart,All I Wanna Do Is Make Love To You,
12.17.05.EURO,B3,The Creeps,Ooh I Like It,
12.17.05.EURO,B4,Rod Stewart,Downtown Train,
12.17.05.EURO,B5,The Notting Hillbillies,Your Own Sweet Way,
12.19.11.EURO,A1,Whitney Houston,I'm Your Baby Tonight,
12.19.11.EURO,A2,Janet Jackson,Love Will Never Do (Without You),
12.19.11.EURO,A3,A-Ha,Crying In The rain,
12.19.11.EURO,A4,Adamski,The Space Jungle,
12.19.11.EURO,A5,S'Express,Nothing To Lose,
12.19.11.EURO,B1,Deee-Lite,Groove Is In the Heart,
12.19.11.EURO,B2,Soul II Soul,People,
12.19.11.EURO,B3,Londonbeat,I've Been Thinking About You,
12.19.11.EURO,B4,The Human League,Heart Like A Wheel,
12.19.11.EURO,B5,Tears For Fears,Head Over Heels (Live),
12.20.02.EURO [UK11],A1,A-Ha,I Call Your Name,4:05
12.20.02.EURO [UK11],A2,Quincy Jones,The Places You Find Love,4:00
12.20.02.EURO [UK11],A3,Maxi Priest,Human Work Of Art,3:52
12.20.02.EURO [UK11],A4,Bananarama,Preacher Man,3:23
12.20.02.EURO [UK11],A5,Sting,All This Time,4:38
12.20.02.EURO [UK11],B1,Rick Astley,Cry For Help,4:11
12.20.02.EURO [UK11],B2,Whitney Houston,All The Man That I Need,3:55
12.20.02.EURO [UK11],B3,Bronski Beat,Smalltown Boy,3:52
12.20.02.EURO [UK11],B4,Los Lobos,Down By The Riverbed,4:05
12.20.02.EURO [UK11],B5,Sisters of Mercy,Doctor Jeep,3:12
12.21.05.EURO [UK11],A1,Michael Bolton,How Am I Supposed To Live Without You,
12.21.05.EURO [UK11],A2,Gloria Estefan,Don't Wanna Lose You,
12.21.05.EURO [UK11],A3,Berlin,You Take My Breath Away,
12.21.05.EURO [UK11],A4,The Cars,Drive,
12.21.05.EURO [UK11],A5,George Michael,Careless Whisper,
12.21.05.EURO [UK11],B1,Roxette,Listen To Your Heart,
12.21.05.EURO [UK11],B2,Heart,Alone,
12.21.05.EURO [UK11],B3,Marvin Gaye,Sexual Healing,
12.21.05.EURO [UK11],B4,Paul Young,Wherever I Lay My Hat,
12.21.05.EURO [UK11],B5,Poison,Every Rose Has Its Thorn,
12.22.08.EURO [UK10],A1,Whitney Houston,My Name Is Not Susan,
12.22.08.EURO [UK10],A2,Gipsy Kings,Baila me,
12.22.08.EURO [UK10],A3,Jive Bunny And The Mastermixers,Hot Summer Salsa,
12.22.08.EURO [UK10],A4,De La Soul,Ring Ring Ring (Ha Ha Hey),
12.22.08.EURO [UK10],A5,Zucchero with Eric Clapton,Wonderful World,
12.22.08.EURO [UK10],B1,Vanilla Ice,Rollin' In My 5.0,
12.22.08.EURO [UK10],B2,Ya Kid K,Awesome (You Are My Hero),
12.22.08.EURO [UK10],B3,Chris Rea,Looking For The Summer,
12.22.08.EURO [UK10],B4,MC Hammer,They Put Me in the Mix (Edit),
12.22.08.EURO [UK10],B5,Color Me Badd,I Wanna Sex You Up,
12.23.11.EURO [UK11],A1,Mariah Carey,Emotions,
12.23.11.EURO [UK11],A2,Scorpions,Send Me An Angel,
12.23.11.EURO [UK11],A3,Alison Moyet,This House,
12.23.11.EURO [UK11],A4,Level 42,Overtime,
12.23.11.EURO [UK11],A5,Richard Marx,Keep Coming Back,
12.23.11.EURO [UK11],B1,Whitney Houston,I Belong To You,
12.23.11.EURO [UK11],B2,Oleta Adams,Don't Let The Sun Go Down On Me,
12.23.11.EURO [UK11],B3,Bryan Adams,(Everything I Do) I Do It For You,
12.23.11.EURO [UK11],B4,Afrika Bambaataa,Just Get Up And Dance,
12.23.11.EURO [UK11],B5,Texas,Why Believe In You,
12.24.02 EURO [UK10],A1,Belinda Carlisle,Half The World,
12.24.02 EURO [UK10],A2,Bryan Adams,There Will Never Be Another Tonight,
12.24.02 EURO [UK10],A3,Mariah Carey,Can't Let Go,
12.24.02 EURO [UK10],A4,The Pasadenas,I'm Doing Fine Now,
12.24.02 EURO [UK10],A5,New Kids On The Block,If You Go Away,
12.24.02 EURO [UK10],B1,The Who,Saturday Night's Alright for Fighting,
12.24.02 EURO [UK10],B2,Status Quo,Rock 'Til You Drop,
12.24.02 EURO [UK10],B3,Poison,So Tell Me Why,
12.24.02 EURO [UK10],B4,ABC,Say It,
12.24.02 EURO [UK10],B5,Crystal Waters,Megamix!,
12.25.05.EURO,A1,ZZ Top,Viva Las Vegas,
12.25.05.EURO,A2,Tears For Fears,Woman In Chains,
12.25.05.EURO,A3,Chris de Burgh,Separate Tables,
12.25.05.EURO,A4,Mariah Carey,Make It Happen,
12.25.05.EURO,A5,Tanita Tikaram,You Make The Whole World Cry,
12.25.05.EURO,B1,Red Hot Chili Peppers,Under The Bridge,
12.25.05.EURO,B2,David Byrne,Girls On My Mind,
12.25.05.EURO,B3,Izabella,Shame Shame Shame,
12.25.05.EURO,B4,Color Me Badd,Heartbreaker,
12.25.05.EURO,B5,Public Enemy,Nighttrain,
12.26.08.EURO [UK10],A1,Bryan Adams,All I Want Is You,
12.26.08.EURO [UK10],A2,Roxette,How Do You Do?,
12.26.08.EURO [UK10],A3,Iron Maiden,From Here To Eternity,
12.26.08.EURO [UK10],A4,MC Hammer,This Is How We Roll,
12.26.08.EURO [UK10],A5,Enya,Book Of Days,
12.26.08.EURO [UK10],B1,Was (Not Was),Shake Your Head,
12.26.08.EURO [UK10],B2,Bruce Springsteen,57 Channels (And Nothin' On),
12.26.08.EURO [UK10],B3,Madonna,This Used To Be My Playground,
12.26.08.EURO [UK10],B4,Chris de Burgh,Making The Perfect Man,
12.26.08.EURO [UK10],B5,José Carreras & Sarah Brightman,Friends For Life,
12.27.11.EURO [UK11],A1,Peter Gabriel,Digging In The Dirt,5:00
12.27.11.EURO [UK11],A2,Gary Moore,Separate Ways,4:04
12.27.11.EURO [UK11],A3,Felix,Don't You Want Me,2:17
12.27.11.EURO [UK11],A4,Roxette,Queen Of Rain,4:29
12.27.11.EURO [UK11],A5,Gloria Estefan,Always Tomorrow,4:07
12.27.11.EURO [UK11],B1,Cathy Dennis,Irresistible,3:52
12.27.11.EURO [UK11],B2,Zucchero & Luciano Pavarotti,Miserere,4:12
12.27.11.EURO [UK11],B3,Salt-N-Pepa,Start Me Up,4:00
12.27.11.EURO [UK11],B4,Megadeth,Skin O' My Teeth,3:49
12.27.11.EURO [UK11],B5,Motörhead,Hellraiser,4:02
12.28.02.EURO,A1,Peter Gabriel,Steam,5:12
12.28.02.EURO,A2,Freddie Mercury,The Great Pretender,3:26
12.28.02.EURO,A3,Fleetwood Mac,Love Shines,3:45
12.28.02.EURO,A4,Rod Stewart,Tom Traubert's Blues (Waltzing Matilda),4:10
12.28.02.EURO,A5,Paul McCartney,Hope Of Deliverance,3:22
12.28.02.EURO,B1,Duran Duran,Ordinary World,4:08
12.28.02.EURO,B2,Mick Jagger,Sweet Thing,3:56
12.28.02.EURO,B3,Mike Oldfield,Tattoo,3:41
12.28.02.EURO,B4,Cathy Dennis,Falling,4:02
12.28.02.EURO,B5,Tony Hadley,The Game Of Love,4:11
12.29.05.EURO,A1,Whitney Houston,I Have Nothing,4:48
12.29.05.EURO,A2,George Michael & Queen,Somebody To Love,5:01
12.29.05.EURO,A3,Terence Trent D'Arby,Do You Love Me Like You Say..?,3:19
12.29.05.EURO,A4,Chris Isaak,Can't Do A Thing (To Stop Me),3:14
12.29.05.EURO,A5,New Order,Regret,3:28
